videogames,videogamesLabel,fictionalUniverseLabel,followsLabel,followedByLabel,basedOnLabel
http://www.wikidata.org/entity/Q254851,Harry Potter and the Order of the Phoenix,Harry Potter universe,Harry Potter and the Goblet of Fire,Harry Potter and the Half-Blood Prince,Harry Potter and the Order of the Phoenix
http://www.wikidata.org/entity/Q239288,StarCraft II: Wings of Liberty,StarCraft universe,,,
http://www.wikidata.org/entity/Q221164,Fallout 3,,Fallout 2,Fallout: New Vegas,
http://www.wikidata.org/entity/Q210844,Spore,,,,
http://www.wikidata.org/entity/Q210298,Call of Duty 2,,,,
http://www.wikidata.org/entity/Q213911,The Legend of Zelda: Ocarina of Time,,,,
http://www.wikidata.org/entity/Q219119,ZombiU,,,,
http://www.wikidata.org/entity/Q229436,3D Dot Game Heroes,,,,
http://www.wikidata.org/entity/Q229447,3D Monster Maze,,,,
http://www.wikidata.org/entity/Q244030,Diablo III,,,,
http://www.wikidata.org/entity/Q247210,Need for Speed: Underground,,,,
http://www.wikidata.org/entity/Q250355,Icy Tower,,,,
http://www.wikidata.org/entity/Q254255,iRacing,,,,
http://www.wikidata.org/entity/Q255948,Close Combat: First to Fight,,,,
http://www.wikidata.org/entity/Q245863,Batman,,,,Batman
http://www.wikidata.org/entity/Q253840,Buck Rogers: Matrix Cubed,,Buck Rogers: Countdown to Doomsday,,Buck Rogers
http://www.wikidata.org/entity/Q226815,Zorro,,,,Zorro
http://www.wikidata.org/entity/Q225861,Professor Layton and the Unwound Future,,,,
http://www.wikidata.org/entity/Q226865,FATE,,,,
http://www.wikidata.org/entity/Q227612,Fate: Undiscovered Realms,,,,
http://www.wikidata.org/entity/Q233753,Clubhouse Games,,,,
http://www.wikidata.org/entity/Q253530,Yager,,,,
http://www.wikidata.org/entity/Q257507,Too Human,,,,
http://www.wikidata.org/entity/Q259486,Private Eye,,,,
http://www.wikidata.org/entity/Q214232,Final Fantasy VII,Final Fantasy VII universe,Final Fantasy VI,Final Fantasy VIII,
http://www.wikidata.org/entity/Q220767,Age of Empires,,,,
http://www.wikidata.org/entity/Q217638,Project Snowblind,,,,
http://www.wikidata.org/entity/Q219804,Zombies Ate My Neighbors,,,,
http://www.wikidata.org/entity/Q220365,Need for Speed: Most Wanted (2005 video game),,,,
http://www.wikidata.org/entity/Q229648,3 Skulls of the Toltecs,,,,
http://www.wikidata.org/entity/Q249167,V-Rally 3,,,,
http://www.wikidata.org/entity/Q257540,688 Attack Sub,,,,
http://www.wikidata.org/entity/Q210552,Darwinia,,,,
http://www.wikidata.org/entity/Q254090,F1 2011,,F1 2010,F1 2012,
http://www.wikidata.org/entity/Q248611,Rocksmith,,,Rocksmith 2014,
http://www.wikidata.org/entity/Q211007,Last Bullet,,,,
http://www.wikidata.org/entity/Q219795,Need for Speed: Carbon,,,,
http://www.wikidata.org/entity/Q255660,FIFA Manager 09,,,,
http://www.wikidata.org/entity/Q223381,Final Fantasy X,Spira,Final Fantasy IX,Final Fantasy X-2,
http://www.wikidata.org/entity/Q239889,Hitman: Blood Money,,Hitman: Contracts,Hitman: Absolution,
http://www.wikidata.org/entity/Q215861,S.T.A.L.K.E.R.: Shadow of Chernobyl,S.T.A.L.K.E.R. universe,,S.T.A.L.K.E.R.: Clear Sky,
http://www.wikidata.org/entity/Q248810,Dwarf Fortress,,,,
http://www.wikidata.org/entity/Q224905,SameGame,,,,
http://www.wikidata.org/entity/Q241377,Archlord,,,,
http://www.wikidata.org/entity/Q244160,FAngband,,,,
http://www.wikidata.org/entity/Q244503,ERepublik,,,,
http://www.wikidata.org/entity/Q245754,Zynaps,,,,
http://www.wikidata.org/entity/Q259450,Moon Whistle,,,,
http://www.wikidata.org/entity/Q260007,Check Man,,,,
http://www.wikidata.org/entity/Q220960,Diablo,,,Diablo II,
http://www.wikidata.org/entity/Q220102,Zoo Tycoon,,,Zoo Tycoon 2,
http://www.wikidata.org/entity/Q237484,Crysis,,,,
http://www.wikidata.org/entity/Q258530,Knights of Honor,,,,
http://www.wikidata.org/entity/Q217423,Quake,,,Quake II,
http://www.wikidata.org/entity/Q244033,Diablo II,,Diablo,Diablo III,
http://www.wikidata.org/entity/Q253111,Dissidia Final Fantasy,Final Fantasy universe,,,
http://www.wikidata.org/entity/Q222473,Hearts of Iron III,,Hearts of Iron II,Hearts of Iron IV,
http://www.wikidata.org/entity/Q211735,Assassin's Creed II,,,,
http://www.wikidata.org/entity/Q211858,DK King of Swing,,,,
http://www.wikidata.org/entity/Q219743,OGame,,,,
http://www.wikidata.org/entity/Q245749,The Darkness II,,,,
http://www.wikidata.org/entity/Q246220,Zzyzzyxx,,,,
http://www.wikidata.org/entity/Q247161,Dynasty Warriors 5,,,,
http://www.wikidata.org/entity/Q259804,Ghost in the Shell,World of Ghost in the Shell,,,Ghost in the Shell
http://www.wikidata.org/entity/Q216293,Pong,,,Atari 2600,
http://www.wikidata.org/entity/Q225912,Kingdom Hearts,Universe of Kingdom Hearts,,,
http://www.wikidata.org/entity/Q220174,Zool,,,Zool 2,
http://www.wikidata.org/entity/Q217241,24: The Game,,,,24
http://www.wikidata.org/entity/Q254463,Star Trek: Armada,Star Trek multiverse,,,
http://www.wikidata.org/entity/Q223629,Half-Life 2: Lost Coast,,Half-Life,Half-Life 2: Episode One,
http://www.wikidata.org/entity/Q220965,Heroes of Might and Magic III,,Heroes of Might and Magic II,Heroes of Might and Magic IV,
http://www.wikidata.org/entity/Q245006,Final Fantasy VIII,Final Fantasy universe,Final Fantasy VII,Final Fantasy IX,
http://www.wikidata.org/entity/Q252804,Halo 2,,Halo: Combat Evolved,,
http://www.wikidata.org/entity/Q218568,Super Hexagon,,,,Hexagon
http://www.wikidata.org/entity/Q250019,Unreal II: The Awakening,,Unreal,Unreal Tournament 2004,
http://www.wikidata.org/entity/Q240143,Maniac Mansion,,,Day of the Tentacle,
http://www.wikidata.org/entity/Q213217,Mafia,Mafia universe,,Mafia II,
http://www.wikidata.org/entity/Q247935,Metal Gear Solid 3: Snake Eater,,Metal Gear Solid 2: Sons of Liberty,Metal Gear Solid 4: Guns of the Patriots,
http://www.wikidata.org/entity/Q220216,Boin,,,Resort Boin,
http://www.wikidata.org/entity/Q253111,Dissidia Final Fantasy,Spira,,,
http://www.wikidata.org/entity/Q226805,Torchlight II,,Torchlight,,
http://www.wikidata.org/entity/Q223381,Final Fantasy X,Final Fantasy universe,Final Fantasy IX,Final Fantasy X-2,
http://www.wikidata.org/entity/Q257816,The Sims Medieval,,The Sims FreePlay,The Sims Social,
http://www.wikidata.org/entity/Q252198,Deus Ex: Invisible War,,Deus Ex,Deus Ex: Human Revolution,
http://www.wikidata.org/entity/Q220107,Zoo Tycoon 2,,Zoo Tycoon,,
http://www.wikidata.org/entity/Q254723,Cannon Fodder,,,Cannon Fodder 2,
http://www.wikidata.org/entity/Q214232,Final Fantasy VII,Final Fantasy universe,Final Fantasy VI,Final Fantasy VIII,
http://www.wikidata.org/entity/Q150146,Fire Emblem: Shadow Dragon and the Blade of Light,,,,
http://www.wikidata.org/entity/Q153547,The Incredible Hulk,,,,
http://www.wikidata.org/entity/Q161192,007 Legends,,,,
http://www.wikidata.org/entity/Q161188,James Bond 007: Nightfire,,,,
http://www.wikidata.org/entity/Q180434,Heroes of Newerth,,,,
http://www.wikidata.org/entity/Q195739,Twinity,,,,
http://www.wikidata.org/entity/Q198081,The King of Fighters '94,,,,
http://www.wikidata.org/entity/Q200864,Assassin's Creed,,,,
http://www.wikidata.org/entity/Q182409,Amnesia,,,,
http://www.wikidata.org/entity/Q164478,Circus,,,,
http://www.wikidata.org/entity/Q210275,Destiny,,,,
http://www.wikidata.org/entity/Q194673,Fight for Life,,,,
http://www.wikidata.org/entity/Q187116,Time Zone,,,,
http://www.wikidata.org/entity/Q210271,The Karate Kid,,,,
http://www.wikidata.org/entity/Q202934,Hattrick,,,,
http://www.wikidata.org/entity/Q202810,1869,,,,
http://www.wikidata.org/entity/Q149612,Tron,,,,Tron
http://www.wikidata.org/entity/Q151512,Sonic Triple Trouble,,,,
http://www.wikidata.org/entity/Q168615,1080° Snowboarding,,,,
http://www.wikidata.org/entity/Q170489,Super Mario Galaxy,,,,
http://www.wikidata.org/entity/Q182251,Air-Sea Battle,,,,
http://www.wikidata.org/entity/Q182261,PokerTH,,,,
http://www.wikidata.org/entity/Q183590,TOCA Race Driver 2,,,,
http://www.wikidata.org/entity/Q187351,Split/Second,,,,
http://www.wikidata.org/entity/Q191965,Zero Wing,,,,
http://www.wikidata.org/entity/Q195280,Toy Story 3,,,,
http://www.wikidata.org/entity/Q149998,Paper Mario,,,,
http://www.wikidata.org/entity/Q167330,Pirates of the Caribbean,,,,Pirates of the Caribbean
http://www.wikidata.org/entity/Q150294,Mortal Kombat,Mortal Kombat universe,,Mortal Kombat II,
http://www.wikidata.org/entity/Q173626,Pac-Man,,,Ms. Pac-Man,
http://www.wikidata.org/entity/Q150180,Fire Emblem,,,,
http://www.wikidata.org/entity/Q153423,The Incredible Hulk: Ultimate Destruction,,,,
http://www.wikidata.org/entity/Q153602,The Incredible Hulk: The Pantheon Saga,,,,
http://www.wikidata.org/entity/Q169405,Photo Kano,,,,
http://www.wikidata.org/entity/Q170410,New Super Mario Bros. Wii,,,,
http://www.wikidata.org/entity/Q187339,Zelda II: The Adventure of Link,,,,
http://www.wikidata.org/entity/Q205508,Ballblazer,,,,
http://www.wikidata.org/entity/Q209045,1nsane,,,,
http://www.wikidata.org/entity/Q177459,King's Quest II,,King's Quest I,King's Quest III,
http://www.wikidata.org/entity/Q162562,Soul Blazer,,,Illusion of Gaia,
http://www.wikidata.org/entity/Q162751,Metro 2033,Metro 2033 Universe,,Metro: Last Light,Metro 2033
http://www.wikidata.org/entity/Q150169,Fire Emblem: The Sacred Stones,,,,
http://www.wikidata.org/entity/Q161234,0 A.D.,,,,
http://www.wikidata.org/entity/Q166060,Umineko When They Cry,,,,
http://www.wikidata.org/entity/Q166394,Dragonica,,,,
http://www.wikidata.org/entity/Q187894,Robin Hood: The Legend of Sherwood,,,,
http://www.wikidata.org/entity/Q196255,Street Fighter II Turbo: Hyper Fighting,,,,
http://www.wikidata.org/entity/Q170331,Travian,,,,
http://www.wikidata.org/entity/Q148474,Zauberschloß,,,,
http://www.wikidata.org/entity/Q151531,Sonic Chaos,,,,
http://www.wikidata.org/entity/Q161202,James Bond 007: Everything or Nothing,,,,
http://www.wikidata.org/entity/Q166226,Beyond: Two Souls,,,,
http://www.wikidata.org/entity/Q167003,Hatsuyuki Sakura,,,,
http://www.wikidata.org/entity/Q195158,Lionheart: Legacy of the Crusader,,,,
http://www.wikidata.org/entity/Q198092,The King of Fighters 2002,,,,
http://www.wikidata.org/entity/Q207786,Tamagotchi,,,,
http://www.wikidata.org/entity/Q177432,Tayutama: Kiss on my Deity,,,Tayutama 2: You're the Only One,
http://www.wikidata.org/entity/Q176336,Far Cry 2,,Far Cry,Far Cry 3,
http://www.wikidata.org/entity/Q189784,Doom,,,Doom II,
http://www.wikidata.org/entity/Q162707,Sonic & Sega All-Stars Racing,,,,
http://www.wikidata.org/entity/Q163336,Commando Libya,,,,
http://www.wikidata.org/entity/Q180181,GoldenEye: Rogue Agent,,,,
http://www.wikidata.org/entity/Q182884,Champions of Regnum,,,,
http://www.wikidata.org/entity/Q191404,Zeppelin: Giants of the Sky,,,,
http://www.wikidata.org/entity/Q198096,The King of Fighters '98,,,,
http://www.wikidata.org/entity/Q204105,Dig Dug,,,Dig Dug II,
http://www.wikidata.org/entity/Q162028,FreeCol,,,,
http://www.wikidata.org/entity/Q204350,Modern Combat 2: Black Pegasus,,Modern Combat: Sandstorm,Modern Combat 3: Fallen Nation,
http://www.wikidata.org/entity/Q203310,Doom 3,,Doom 64,Doom,
http://www.wikidata.org/entity/Q151614,Sonic Colors,,,,
http://www.wikidata.org/entity/Q164067,Herzog Zwei,,,,
http://www.wikidata.org/entity/Q166634,Tales of Pirates,,,,
http://www.wikidata.org/entity/Q172113,Fever Pitch Soccer,,,,
http://www.wikidata.org/entity/Q174489,Panzer Elite,,,,
http://www.wikidata.org/entity/Q179649,Galaxy Trucker,,,,
http://www.wikidata.org/entity/Q182507,Da Capo III,,,,
http://www.wikidata.org/entity/Q195300,Conquiztador,,,,
http://www.wikidata.org/entity/Q195764,Project X Zone,,,,
http://www.wikidata.org/entity/Q201390,SimTown,,,,
http://www.wikidata.org/entity/Q177491,Breakout,,,Breakout Deluxe,
http://www.wikidata.org/entity/Q207885,Warcraft: Orcs & Humans,Warcraft universe,,,
http://www.wikidata.org/entity/Q170003,Ratchet & Clank,,,Ratchet & Clank: Going Commando,
http://www.wikidata.org/entity/Q162233,Bastard‼,,,,Bastard!!
http://www.wikidata.org/entity/Q179247,The Secret of Monkey Island,,,Monkey Island 2: LeChuck's Revenge,
http://www.wikidata.org/entity/Q185482,The Sims 3,,The Sims 2,The Sims 4,
http://www.wikidata.org/entity/Q207948,Warcraft III: Reign of Chaos,Warcraft universe,,,
http://www.wikidata.org/entity/Q174481,Doki Doki Majo Shinpan!,,,Doki Doki Majo Shinpan 2 Duo,
http://www.wikidata.org/entity/Q149106,Grand Theft Auto III,Grand Theft Auto 3D universe,Grand Theft Auto 2,Grand Theft Auto: Vice City,
http://www.wikidata.org/entity/Q153070,Fortress,Final Fantasy universe,,,
http://www.wikidata.org/entity/Q165929,StarCraft,StarCraft universe,,Starcraft II,
http://www.wikidata.org/entity/Q167359,Pirates of the Caribbean: Dead Man's Chest (video game),,,,Pirates of the Caribbean: Dead Man's Chest
http://www.wikidata.org/entity/Q207797,Call of Duty: World at War,,Call of Duty 4: Modern Warfare,Call of Duty: Modern Warfare 2,
http://www.wikidata.org/entity/Q201792,Torchlight,,,Torchlight II,
http://www.wikidata.org/entity/Q163628,Counter-Strike,,,Counter-Strike: Condition Zero,
http://www.wikidata.org/entity/Q206653,Battlefield 2,,Battlefield Vietnam,Battlefield 2142,
http://www.wikidata.org/entity/Q184816,The Sims,,,The Sims 2,
http://www.wikidata.org/entity/Q193581,Half-Life 2,Half-Life universe,Half-Life,Half-Life 2: Episode One,
http://www.wikidata.org/entity/Q182771,The Sims 2,,The Sims,The Sims 3,
http://www.wikidata.org/entity/Q154090,The Temple of Elemental Evil,,,,Dungeons & Dragons
http://www.wikidata.org/entity/Q207986,Call of Duty: Black Ops,,Call of Duty: Modern Warfare 2,Call of Duty: Modern Warfare 3,
http://www.wikidata.org/entity/Q980865,Q980865,,,,
http://www.wikidata.org/entity/Q975529,D,,,,
http://www.wikidata.org/entity/Q1025416,Caesar,,,,
http://www.wikidata.org/entity/Q1001925,Flashback,,,,
http://www.wikidata.org/entity/Q1028593,Gift,,,,
http://www.wikidata.org/entity/Q1003177,Code Lyoko,,,,
http://www.wikidata.org/entity/Q981146,The Institute,,,,
http://www.wikidata.org/entity/Q978521,Deca Sports,,,,
http://www.wikidata.org/entity/Q979567,Zork Zero,,,,
http://www.wikidata.org/entity/Q986774,Summon Night: Twin Age,,,,
http://www.wikidata.org/entity/Q995874,Fallout Tactics: Brotherhood of Steel,,,,
http://www.wikidata.org/entity/Q996649,Broken Age,,,,
http://www.wikidata.org/entity/Q1017361,"Blast Works: Build, Trade, Destroy",,,,
http://www.wikidata.org/entity/Q1022094,Poptropica,,,,
http://www.wikidata.org/entity/Q1028054,Brothers in Arms 2: Global Front,,,,
http://www.wikidata.org/entity/Q995530,Ayakashi,,,,
http://www.wikidata.org/entity/Q1037613,Harukanaru Toki no Naka de,,,,
http://www.wikidata.org/entity/Q1041292,Baseball,,,,
http://www.wikidata.org/entity/Q976995,Ninja Gaiden,,,,
http://www.wikidata.org/entity/Q1040033,Front Line,,,,
http://www.wikidata.org/entity/Q984024,Fable II,,Fable,Fable: The Balverine Order,
http://www.wikidata.org/entity/Q979582,Mega Man: The Wily Wars,,,,
http://www.wikidata.org/entity/Q980494,UEFA Euro 2000,,,,
http://www.wikidata.org/entity/Q984029,Luigi's Mansion,,,,
http://www.wikidata.org/entity/Q992485,Shark Jaws,,,,
http://www.wikidata.org/entity/Q1001540,Budokan: The Martial Spirit,,,,
http://www.wikidata.org/entity/Q1010211,Ghoul School,,,,
http://www.wikidata.org/entity/Q1014678,Zettai Fukuju Meirei,,,,
http://www.wikidata.org/entity/Q1016838,Burnout Paradise,,,,
http://www.wikidata.org/entity/Q1018338,Buzz! Junior: Monster Rumble,,,,
http://www.wikidata.org/entity/Q1026656,Donkey Kong Jr. Math,,,,
http://www.wikidata.org/entity/Q1037535,Championship Manager: Season 01/02,,,,
http://www.wikidata.org/entity/Q1037628,MySims Kingdom,,,,
http://www.wikidata.org/entity/Q978768,Race Driver: Grid,,,,
http://www.wikidata.org/entity/Q1010585,Maji de Watashi ni Koi Shinasai!,,,,
http://www.wikidata.org/entity/Q1010202,Ghost Lion,,,,
http://www.wikidata.org/entity/Q980535,Gran Turismo 2,,Gran Turismo,Gran Turismo 3: A-Spec,
http://www.wikidata.org/entity/Q976856,Evil Genius,,,,
http://www.wikidata.org/entity/Q978329,Bomberman Touch,,,,
http://www.wikidata.org/entity/Q978362,DEFCON,,,,
http://www.wikidata.org/entity/Q994428,Akai Ito,,,,
http://www.wikidata.org/entity/Q996322,Phantasy Star Universe: Ambition of the Illuminus,,,,
http://www.wikidata.org/entity/Q1007802,Fantasy Earth: Zero,,,,
http://www.wikidata.org/entity/Q1010780,Giten Megami Tensei: Tokyo Mokushiroku,,,,
http://www.wikidata.org/entity/Q1027129,Call of Juarez: Bound in Blood,,,,
http://www.wikidata.org/entity/Q1028503,Cameltry,,,,
http://www.wikidata.org/entity/Q1032292,Tōka Gettan,,,,
http://www.wikidata.org/entity/Q1033908,Hard Nova,,,,
http://www.wikidata.org/entity/Q1037598,WorldForge,,,,
http://www.wikidata.org/entity/Q1038251,Rock Revolution,,,,
http://www.wikidata.org/entity/Q1025077,Cadaver,,,,
http://www.wikidata.org/entity/Q980003,Final Fantasy Fables: Chocobo Tales,,,,
http://www.wikidata.org/entity/Q986929,Wangan Midnight MAXIMUM TUNE,,,,
http://www.wikidata.org/entity/Q998561,Samantha Fox Strip Poker,,,,
http://www.wikidata.org/entity/Q1026590,Mario's Super Picross,,,,
http://www.wikidata.org/entity/Q1040331,Polarium,,,,
http://www.wikidata.org/entity/Q984024,Fable II,,Fable,Fable III,
http://www.wikidata.org/entity/Q974537,Winx Club: Quest for the Codex,,,,
http://www.wikidata.org/entity/Q1002503,Buggy Boy,,,,
http://www.wikidata.org/entity/Q1003194,Code Lyoko: Fall of X.A.N.A.,,,,
http://www.wikidata.org/entity/Q1017582,Crack Attack!,,,,
http://www.wikidata.org/entity/Q1025565,Café 0 ~The Drowned Mermaid~,,,,
http://www.wikidata.org/entity/Q1038622,The Legend of Heroes III: Song of the Ocean,,,,
http://www.wikidata.org/entity/Q1027136,Civilization: Call to Power,,,Call to Power II,
http://www.wikidata.org/entity/Q979080,Bolt,,,,Bolt
http://www.wikidata.org/entity/Q976823,Marble Blast Gold,,,,
http://www.wikidata.org/entity/Q997548,12Riven: The Psi-Climinal of Integral,,,,
http://www.wikidata.org/entity/Q998293,Midnight Resistance,,,,
http://www.wikidata.org/entity/Q1011612,Golf Grand Slam,,,,
http://www.wikidata.org/entity/Q1018343,Buzz Aldrin's Race Into Space,,,,
http://www.wikidata.org/entity/Q1035512,Danganronpa: Trigger Happy Havoc,Danganronpa universe,,,
http://www.wikidata.org/entity/Q977919,E.T. the Extra-Terrestrial,,,,E.T. the Extra-Terrestrial
http://www.wikidata.org/entity/Q979472,The Secret of Monkey Island: Special Edition,,,,
http://www.wikidata.org/entity/Q986330,Valis II,,,,
http://www.wikidata.org/entity/Q1002768,Super Robot Wars J,,,,
http://www.wikidata.org/entity/Q1006168,Princess Waltz,,,,
http://www.wikidata.org/entity/Q1014478,Arcana Heart,,,,
http://www.wikidata.org/entity/Q1014621,Fish Fillets NG,,,,
http://www.wikidata.org/entity/Q1014915,BurgerTime,,,,
http://www.wikidata.org/entity/Q974232,Dead Island: Riptide,,,,
http://www.wikidata.org/entity/Q979998,Godzilla Trading Battle,,,,
