videogames,videogamesLabel,gameModeLabel
http://www.wikidata.org/entity/Q129277,Hitman: Absolution,single-player video game
http://www.wikidata.org/entity/Q91247,Zaxxon,
http://www.wikidata.org/entity/Q91419,Back to the Future,single-player video game
http://www.wikidata.org/entity/Q91501,Back to the Future,single-player video game
http://www.wikidata.org/entity/Q83565,Epic Mickey 2: The Power of Two,single-player video game
http://www.wikidata.org/entity/Q88240,720°,single-player video game
http://www.wikidata.org/entity/Q88456,A Question of Sport,single-player video game
http://www.wikidata.org/entity/Q88828,Captain Blood,single-player video game
http://www.wikidata.org/entity/Q90999,Zombi,single-player video game
http://www.wikidata.org/entity/Q100096,Mega Man X2,single-player video game
http://www.wikidata.org/entity/Q94501,Grand Theft Auto,single-player video game
http://www.wikidata.org/entity/Q94355,Cars 2,single-player video game
http://www.wikidata.org/entity/Q128291,Anno 2070,single-player video game
http://www.wikidata.org/entity/Q110607,Clannad,single-player video game
http://www.wikidata.org/entity/Q88545,Abyss,single-player video game
http://www.wikidata.org/entity/Q91084,Captain Dynamo,
http://www.wikidata.org/entity/Q88947,Renegade,single-player video game
http://www.wikidata.org/entity/Q114922,Memories Off 6: Next Relation,
http://www.wikidata.org/entity/Q90990,Championship Sprint,multiplayer video game
http://www.wikidata.org/entity/Q91220,Yie Ar Kung-Fu,multiplayer video game
http://www.wikidata.org/entity/Q94797,Grand Theft Auto IV,multiplayer video game
http://www.wikidata.org/entity/Q113289,Chivalry: Medieval Warfare,multiplayer video game
http://www.wikidata.org/entity/Q116578,Guitar Hero,multiplayer video game
http://www.wikidata.org/entity/Q128794,0x10c,multiplayer video game
http://www.wikidata.org/entity/Q88921,Cabal,single-player video game
http://www.wikidata.org/entity/Q87693,4 Soccer Simulators,
http://www.wikidata.org/entity/Q117809,Kal Online,multiplayer video game
http://www.wikidata.org/entity/Q88273,A Jax,single-player video game
http://www.wikidata.org/entity/Q90985,Cauldron II: The Pumpkin Strikes Back,single-player video game
http://www.wikidata.org/entity/Q90990,Championship Sprint,single-player video game
http://www.wikidata.org/entity/Q91220,Yie Ar Kung-Fu,single-player video game
http://www.wikidata.org/entity/Q91235,Yie Ar Kung-Fu II,single-player video game
http://www.wikidata.org/entity/Q94671,Grand Theft Auto: Vice City,single-player video game
http://www.wikidata.org/entity/Q94797,Grand Theft Auto IV,single-player video game
http://www.wikidata.org/entity/Q99730,Dan Dare: Pilot of the Future,single-player video game
http://www.wikidata.org/entity/Q116578,Guitar Hero,single-player video game
http://www.wikidata.org/entity/Q128794,0x10c,single-player video game
http://www.wikidata.org/entity/Q88855,California Games,multiplayer video game
http://www.wikidata.org/entity/Q94460,Grand Theft Auto 2,multiplayer video game
http://www.wikidata.org/entity/Q94778,Grand Theft Auto: Liberty City Stories,multiplayer video game
http://www.wikidata.org/entity/Q93655,The Humans,single-player video game
http://www.wikidata.org/entity/Q116578,Guitar Hero,hotseat
http://www.wikidata.org/entity/Q88226,4x4 Off-Road Racing,single-player video game
http://www.wikidata.org/entity/Q88972,River Raid,single-player video game
http://www.wikidata.org/entity/Q90994,Chase H.Q.,single-player video game
http://www.wikidata.org/entity/Q88519,Aaargh!,single-player video game
http://www.wikidata.org/entity/Q88855,California Games,single-player video game
http://www.wikidata.org/entity/Q91268,Archon: The Light and the Dark,single-player video game
http://www.wikidata.org/entity/Q94460,Grand Theft Auto 2,single-player video game
http://www.wikidata.org/entity/Q94778,Grand Theft Auto: Liberty City Stories,single-player video game
http://www.wikidata.org/entity/Q113100,Cloud,single-player video game
http://www.wikidata.org/entity/Q102303,Akalabeth: World of Doom,single-player video game
http://www.wikidata.org/entity/Q113106,Crusader of Centy,single-player video game
http://www.wikidata.org/entity/Q129114,The Ball,single-player video game
http://www.wikidata.org/entity/Q129000,Banjo-Kazooie,single-player video game
http://www.wikidata.org/entity/Q88604,3-D Tic-Tac-Toe,multiplayer video game
http://www.wikidata.org/entity/Q94640,Grand Theft Auto: Vice City Stories,multiplayer video game
http://www.wikidata.org/entity/Q88486,A View to a Kill,single-player video game
http://www.wikidata.org/entity/Q91282,Arkanoid,single-player video game
http://www.wikidata.org/entity/Q117859,Trine,multiplayer video game
http://www.wikidata.org/entity/Q112912,Lego Batman 2: DC Super Heroes,multiplayer video game
http://www.wikidata.org/entity/Q113979,Metal Drift,multiplayer video game
http://www.wikidata.org/entity/Q88255,750cc Grand Prix,single-player video game
http://www.wikidata.org/entity/Q88604,3-D Tic-Tac-Toe,single-player video game
http://www.wikidata.org/entity/Q88582,Heroes Of The Lance,single-player video game
http://www.wikidata.org/entity/Q88742,Bubble Dizzy,single-player video game
http://www.wikidata.org/entity/Q93951,Little Inferno,single-player video game
http://www.wikidata.org/entity/Q94640,Grand Theft Auto: Vice City Stories,single-player video game
http://www.wikidata.org/entity/Q126474,Transformice,multiplayer video game
http://www.wikidata.org/entity/Q88759,Bubble Bobble,cooperative gameplay
http://www.wikidata.org/entity/Q83843,Forza Horizon,multiplayer video game
http://www.wikidata.org/entity/Q100042,Blasteroids,multiplayer video game
http://www.wikidata.org/entity/Q111683,Chromehounds,multiplayer video game
http://www.wikidata.org/entity/Q106827,Second Life,multiplayer video game
http://www.wikidata.org/entity/Q117859,Trine,single-player video game
http://www.wikidata.org/entity/Q90975,Bumpy,single-player video game
http://www.wikidata.org/entity/Q83524,Family Guy: Back to the Multiverse,multiplayer video game
http://www.wikidata.org/entity/Q94871,Grand Theft Auto: Chinatown Wars,multiplayer video game
http://www.wikidata.org/entity/Q129277,Hitman: Absolution,multiplayer video game
http://www.wikidata.org/entity/Q112912,Lego Batman 2: DC Super Heroes,single-player video game
http://www.wikidata.org/entity/Q113979,Metal Drift,single-player video game
http://www.wikidata.org/entity/Q187894,Robin Hood: The Legend of Sherwood,single-player video game
http://www.wikidata.org/entity/Q153070,Fortress,
http://www.wikidata.org/entity/Q182261,PokerTH,
http://www.wikidata.org/entity/Q161192,007 Legends,multiplayer video game
http://www.wikidata.org/entity/Q161188,James Bond 007: Nightfire,multiplayer video game
http://www.wikidata.org/entity/Q177491,Breakout,multiplayer video game
http://www.wikidata.org/entity/Q154090,The Temple of Elemental Evil,single-player video game
http://www.wikidata.org/entity/Q180434,Heroes of Newerth,multiplayer video game
http://www.wikidata.org/entity/Q162707,Sonic & Sega All-Stars Racing,single-player video game
http://www.wikidata.org/entity/Q163336,Commando Libya,single-player video game
http://www.wikidata.org/entity/Q180181,GoldenEye: Rogue Agent,single-player video game
http://www.wikidata.org/entity/Q177432,Tayutama: Kiss on my Deity,
http://www.wikidata.org/entity/Q162562,Soul Blazer,single-player video game
http://www.wikidata.org/entity/Q162233,Bastard‼,
http://www.wikidata.org/entity/Q169405,Photo Kano,
http://www.wikidata.org/entity/Q164478,Circus,multiplayer video game
http://www.wikidata.org/entity/Q189784,Doom,multiplayer video game
http://www.wikidata.org/entity/Q151614,Sonic Colors,single-player video game
http://www.wikidata.org/entity/Q164067,Herzog Zwei,single-player video game
http://www.wikidata.org/entity/Q172113,Fever Pitch Soccer,single-player video game
http://www.wikidata.org/entity/Q182507,Da Capo III,single-player video game
http://www.wikidata.org/entity/Q166060,Umineko When They Cry,
http://www.wikidata.org/entity/Q170331,Travian,multiplayer video game
http://www.wikidata.org/entity/Q149106,Grand Theft Auto III,single-player video game
http://www.wikidata.org/entity/Q149612,Tron,single-player video game
http://www.wikidata.org/entity/Q150146,Fire Emblem: Shadow Dragon and the Blade of Light,single-player video game
http://www.wikidata.org/entity/Q167003,Hatsuyuki Sakura,
http://www.wikidata.org/entity/Q153547,The Incredible Hulk,single-player video game
http://www.wikidata.org/entity/Q161192,007 Legends,single-player video game
http://www.wikidata.org/entity/Q161188,James Bond 007: Nightfire,single-player video game
http://www.wikidata.org/entity/Q170003,Ratchet & Clank,single-player video game
http://www.wikidata.org/entity/Q177491,Breakout,single-player video game
http://www.wikidata.org/entity/Q167330,Pirates of the Caribbean,single-player video game
http://www.wikidata.org/entity/Q173626,Pac-Man,single-player video game
http://www.wikidata.org/entity/Q182409,Amnesia,single-player video game
http://www.wikidata.org/entity/Q164478,Circus,single-player video game
http://www.wikidata.org/entity/Q162751,Metro 2033,single-player video game
http://www.wikidata.org/entity/Q189784,Doom,single-player video game
http://www.wikidata.org/entity/Q170410,New Super Mario Bros. Wii,multiplayer video game
http://www.wikidata.org/entity/Q189784,Doom,cooperative gameplay
http://www.wikidata.org/entity/Q150294,Mortal Kombat,multiplayer video game
http://www.wikidata.org/entity/Q166634,Tales of Pirates,
http://www.wikidata.org/entity/Q174489,Panzer Elite,
http://www.wikidata.org/entity/Q179649,Galaxy Trucker,
http://www.wikidata.org/entity/Q187116,Time Zone,single-player video game
http://www.wikidata.org/entity/Q161202,James Bond 007: Everything or Nothing,multiplayer video game
http://www.wikidata.org/entity/Q166226,Beyond: Two Souls,multiplayer video game
http://www.wikidata.org/entity/Q167359,Pirates of the Caribbean: Dead Man's Chest (video game),multiplayer video game
http://www.wikidata.org/entity/Q150180,Fire Emblem,single-player video game
http://www.wikidata.org/entity/Q153423,The Incredible Hulk: Ultimate Destruction,single-player video game
http://www.wikidata.org/entity/Q153602,The Incredible Hulk: The Pantheon Saga,single-player video game
http://www.wikidata.org/entity/Q170410,New Super Mario Bros. Wii,single-player video game
http://www.wikidata.org/entity/Q174481,Doki Doki Majo Shinpan!,single-player video game
http://www.wikidata.org/entity/Q187339,Zelda II: The Adventure of Link,single-player video game
http://www.wikidata.org/entity/Q162028,FreeCol,multiplayer video game
http://www.wikidata.org/entity/Q170410,New Super Mario Bros. Wii,cooperative gameplay
http://www.wikidata.org/entity/Q165929,StarCraft,multiplayer video game
http://www.wikidata.org/entity/Q148474,Zauberschloß,single-player video game
http://www.wikidata.org/entity/Q151531,Sonic Chaos,single-player video game
http://www.wikidata.org/entity/Q161202,James Bond 007: Everything or Nothing,single-player video game
http://www.wikidata.org/entity/Q166226,Beyond: Two Souls,single-player video game
http://www.wikidata.org/entity/Q167359,Pirates of the Caribbean: Dead Man's Chest (video game),single-player video game
http://www.wikidata.org/entity/Q177459,King's Quest II,single-player video game
http://www.wikidata.org/entity/Q179247,The Secret of Monkey Island,single-player video game
http://www.wikidata.org/entity/Q163628,Counter-Strike,multiplayer video game
http://www.wikidata.org/entity/Q161202,James Bond 007: Everything or Nothing,cooperative gameplay
http://www.wikidata.org/entity/Q166226,Beyond: Two Souls,cooperative gameplay
http://www.wikidata.org/entity/Q162028,FreeCol,single-player video game
http://www.wikidata.org/entity/Q165929,StarCraft,single-player video game
http://www.wikidata.org/entity/Q165929,StarCraft,cooperative gameplay
http://www.wikidata.org/entity/Q168615,1080° Snowboarding,multiplayer video game
http://www.wikidata.org/entity/Q182251,Air-Sea Battle,multiplayer video game
http://www.wikidata.org/entity/Q183590,TOCA Race Driver 2,multiplayer video game
http://www.wikidata.org/entity/Q187351,Split/Second,multiplayer video game
http://www.wikidata.org/entity/Q184816,The Sims,single-player video game
http://www.wikidata.org/entity/Q185482,The Sims 3,multiplayer video game
http://www.wikidata.org/entity/Q150169,Fire Emblem: The Sacred Stones,multiplayer video game
http://www.wikidata.org/entity/Q161234,0 A.D.,multiplayer video game
http://www.wikidata.org/entity/Q166394,Dragonica,multiplayer video game
http://www.wikidata.org/entity/Q151512,Sonic Triple Trouble,single-player video game
http://www.wikidata.org/entity/Q176336,Far Cry 2,multiplayer video game
http://www.wikidata.org/entity/Q182771,The Sims 2,multiplayer video game
http://www.wikidata.org/entity/Q168615,1080° Snowboarding,single-player video game
http://www.wikidata.org/entity/Q170489,Super Mario Galaxy,single-player video game
http://www.wikidata.org/entity/Q182251,Air-Sea Battle,single-player video game
http://www.wikidata.org/entity/Q183590,TOCA Race Driver 2,single-player video game
http://www.wikidata.org/entity/Q187351,Split/Second,single-player video game
http://www.wikidata.org/entity/Q170489,Super Mario Galaxy,cooperative gameplay
http://www.wikidata.org/entity/Q162707,Sonic & Sega All-Stars Racing,multiplayer video game
http://www.wikidata.org/entity/Q180181,GoldenEye: Rogue Agent,multiplayer video game
http://www.wikidata.org/entity/Q182884,Champions of Regnum,multiplayer video game
http://www.wikidata.org/entity/Q185482,The Sims 3,single-player video game
http://www.wikidata.org/entity/Q151614,Sonic Colors,multiplayer video game
http://www.wikidata.org/entity/Q164067,Herzog Zwei,multiplayer video game
http://www.wikidata.org/entity/Q172113,Fever Pitch Soccer,multiplayer video game
http://www.wikidata.org/entity/Q150169,Fire Emblem: The Sacred Stones,single-player video game
